# y+ ()       
# Time        	patch         	min           	max           	average       
0.375625      	WALL	3.662559e-03	2.100747e+01	5.517711e+00
0.37625       	BOTTOM	9.835817e-07	5.044761e+01	5.642022e+00
0.37625       	WALL	1.161227e-03	2.105243e+01	5.516421e+00
0.376875      	BOTTOM	1.247915e-06	5.048836e+01	5.647054e+00
0.376875      	WALL	4.449940e-03	2.110644e+01	5.517023e+00
0.3775        	BOTTOM	6.770250e-07	5.052903e+01	5.651965e+00
0.3775        	WALL	5.288362e-03	2.126074e+01	5.518268e+00
0.378125      	BOTTOM	1.490436e-06	5.056964e+01	5.656730e+00
0.378125      	WALL	7.462415e-04	2.128563e+01	5.518398e+00
0.37875       	BOTTOM	8.875311e-07	5.061019e+01	5.661432e+00
0.37875       	WALL	5.549248e-03	2.140670e+01	5.517828e+00
0.379394      	BOTTOM	2.424611e-06	5.065059e+01	5.666173e+00
0.379394      	WALL	2.135244e-03	2.144758e+01	5.516311e+00
0.380038      	BOTTOM	1.511644e-06	5.069097e+01	5.670957e+00
0.380038      	WALL	4.670729e-03	2.144069e+01	5.514744e+00
0.380682      	BOTTOM	2.172938e-06	5.073132e+01	5.675677e+00
0.380682      	WALL	5.184329e-03	2.139455e+01	5.512696e+00
0.381326      	BOTTOM	4.231975e-06	5.077166e+01	5.680357e+00
0.381326      	WALL	3.265121e-03	2.130632e+01	5.510333e+00
0.38197       	BOTTOM	2.862542e-06	5.081198e+01	5.685031e+00
0.38197       	WALL	3.151680e-03	2.111089e+01	5.508500e+00
0.382614      	BOTTOM	9.495586e-07	5.085229e+01	5.689720e+00
0.382614      	WALL	4.962141e-03	2.077745e+01	5.508408e+00
0.383258      	BOTTOM	9.934871e-07	5.089259e+01	5.694396e+00
0.383258      	WALL	2.528303e-03	2.045909e+01	5.508683e+00
0.383902      	BOTTOM	1.754110e-06	5.093285e+01	5.699088e+00
0.383902      	WALL	4.573500e-03	2.014974e+01	5.508484e+00
0.384545      	BOTTOM	2.260116e-06	5.097308e+01	5.703740e+00
0.384545      	WALL	4.530519e-03	1.985095e+01	5.508735e+00
0.385189      	BOTTOM	8.464782e-07	5.101324e+01	5.708319e+00
0.385189      	WALL	2.290956e-03	1.955733e+01	5.509335e+00
0.385833      	BOTTOM	2.294510e-06	5.105333e+01	5.712914e+00
0.385833      	WALL	2.752300e-03	1.932079e+01	5.510629e+00
0.386477      	BOTTOM	2.072195e-06	5.109334e+01	5.717558e+00
0.386477      	WALL	3.739795e-03	1.918432e+01	5.512068e+00
0.387153      	BOTTOM	1.559636e-06	5.113311e+01	5.722196e+00
0.387153      	WALL	4.695199e-03	1.903089e+01	5.514702e+00
0.38783       	BOTTOM	4.783632e-06	5.117333e+01	5.726737e+00
0.38783       	WALL	4.738755e-03	1.887709e+01	5.516740e+00
0.388506      	BOTTOM	4.754134e-06	5.121437e+01	5.731278e+00
0.388506      	WALL	3.888975e-03	1.871452e+01	5.518602e+00
0.389182      	BOTTOM	3.721256e-06	5.125539e+01	5.735710e+00
0.389182      	WALL	2.167903e-03	1.855167e+01	5.521720e+00
0.389858      	BOTTOM	1.831598e-06	5.129633e+01	5.740167e+00
0.389858      	WALL	2.387622e-03	1.838145e+01	5.525244e+00
0.390534      	BOTTOM	2.493060e-06	5.133721e+01	5.744692e+00
0.390534      	WALL	3.674918e-03	1.821199e+01	5.528092e+00
0.39121       	BOTTOM	2.790882e-06	5.137808e+01	5.749235e+00
0.39121       	WALL	3.685554e-03	1.803388e+01	5.529169e+00
0.391886      	BOTTOM	9.611713e-07	5.141892e+01	5.753809e+00
0.391886      	WALL	2.432237e-03	1.786552e+01	5.531324e+00
0.392563      	BOTTOM	1.363065e-06	5.145975e+01	5.758380e+00
0.392563      	WALL	2.936175e-03	1.768745e+01	5.531323e+00
0.393239      	BOTTOM	1.908725e-06	5.150059e+01	5.762965e+00
0.393239      	WALL	5.077947e-03	1.750723e+01	5.531776e+00
0.39399       	BOTTOM	1.310626e-06	5.154105e+01	5.767660e+00
0.39399       	WALL	1.968207e-03	1.729936e+01	5.531893e+00
0.394741      	BOTTOM	4.496359e-07	5.158163e+01	5.772397e+00
0.394741      	WALL	4.341265e-03	1.731697e+01	5.530806e+00
0.395492      	BOTTOM	1.980773e-06	5.162235e+01	5.777079e+00
0.395492      	WALL	3.313249e-03	1.746359e+01	5.528826e+00
0.396244      	BOTTOM	2.189084e-06	5.166321e+01	5.781852e+00
0.396244      	WALL	2.873301e-03	1.758840e+01	5.527823e+00
0.396995      	BOTTOM	1.125685e-06	5.170422e+01	5.786676e+00
0.396995      	WALL	4.259794e-03	1.766756e+01	5.529077e+00
0.397746      	BOTTOM	2.122946e-06	5.174538e+01	5.791556e+00
0.397746      	WALL	1.443434e-03	1.770161e+01	5.534999e+00
0.398497      	BOTTOM	1.801395e-06	5.178665e+01	5.796445e+00
0.398497      	WALL	4.448308e-03	1.769832e+01	5.539458e+00
0.399249      	BOTTOM	1.509898e-06	5.182801e+01	5.801349e+00
0.399249      	WALL	3.926624e-03	1.766410e+01	5.542062e+00
0.4           	BOTTOM	2.193538e-06	5.186943e+01	5.806209e+00
0.4           	WALL	1.546669e-03	1.760271e+01	5.542611e+00
0.400727      	BOTTOM	1.549025e-06	5.191103e+01	5.810972e+00
0.400727      	WALL	2.954426e-03	1.751985e+01	5.544630e+00
0.401455      	BOTTOM	4.512402e-07	5.195265e+01	5.815640e+00
0.401455      	WALL	4.056540e-03	1.741411e+01	5.547257e+00
0.402179      	BOTTOM	2.468524e-06	5.199428e+01	5.820185e+00
0.402179      	WALL	4.504380e-03	1.728746e+01	5.548258e+00
0.402899      	BOTTOM	1.537548e-06	5.203647e+01	5.824656e+00
0.402899      	WALL	3.959387e-03	1.720340e+01	5.548623e+00
0.403613      	BOTTOM	2.658836e-06	5.207944e+01	5.829128e+00
0.403613      	WALL	2.181623e-03	1.718854e+01	5.549273e+00
0.404324      	BOTTOM	1.686588e-06	5.212240e+01	5.833688e+00
0.404324      	WALL	1.155750e-03	1.717396e+01	5.549458e+00
0.405038      	BOTTOM	1.894394e-06	5.216524e+01	5.838251e+00
0.405038      	WALL	1.579046e-03	1.735374e+01	5.548795e+00
0.40576       	BOTTOM	2.561955e-06	5.220797e+01	5.842836e+00
0.40576       	WALL	3.098914e-03	1.751422e+01	5.548979e+00
0.406493      	BOTTOM	6.576635e-07	5.225057e+01	5.847399e+00
0.406493      	WALL	2.406167e-03	1.761844e+01	5.547590e+00
0.407229      	BOTTOM	1.937655e-06	5.229313e+01	5.851933e+00
0.407229      	WALL	3.858059e-03	1.767489e+01	5.544558e+00
0.407968      	BOTTOM	2.002127e-06	5.233567e+01	5.856385e+00
0.407968      	WALL	3.416873e-03	1.767902e+01	5.540900e+00
0.408709      	BOTTOM	2.817147e-06	5.237820e+01	5.860969e+00
0.408709      	WALL	3.619061e-03	1.763584e+01	5.537464e+00
0.409454      	BOTTOM	5.480019e-06	5.242072e+01	5.865681e+00
0.409454      	WALL	4.109786e-03	1.755201e+01	5.535773e+00
0.410186      	BOTTOM	8.835537e-07	5.246333e+01	5.870377e+00
0.410186      	WALL	3.527283e-03	1.743739e+01	5.534360e+00
0.410914      	BOTTOM	6.453081e-07	5.250595e+01	5.875019e+00
0.410914      	WALL	2.491249e-03	1.729632e+01	5.532859e+00
0.411633      	BOTTOM	1.172245e-06	5.254862e+01	5.879657e+00
0.411633      	WALL	3.640806e-03	1.735278e+01	5.530104e+00
0.412346      	BOTTOM	1.971353e-06	5.259128e+01	5.884223e+00
0.412346      	WALL	1.997577e-03	1.746050e+01	5.529352e+00
0.413054      	BOTTOM	2.106015e-06	5.263392e+01	5.888755e+00
0.413054      	WALL	3.151341e-03	1.755081e+01	5.530070e+00
0.413757      	BOTTOM	1.847991e-06	5.267649e+01	5.893138e+00
0.413757      	WALL	3.044490e-03	1.762585e+01	5.529920e+00
0.41446       	BOTTOM	2.048897e-06	5.271890e+01	5.897460e+00
0.41446       	WALL	4.254924e-03	1.768826e+01	5.528705e+00
0.41516       	BOTTOM	2.051598e-06	5.276123e+01	5.901782e+00
0.41516       	WALL	2.593337e-03	1.774204e+01	5.526719e+00
0.41586       	BOTTOM	1.566236e-06	5.280343e+01	5.906174e+00
0.41586       	WALL	4.599410e-03	1.778807e+01	5.523212e+00
0.416563      	BOTTOM	2.191585e-06	5.284551e+01	5.910476e+00
0.416563      	WALL	4.151462e-03	1.782773e+01	5.518031e+00
0.417269      	BOTTOM	4.673121e-07	5.288744e+01	5.914691e+00
0.417269      	WALL	5.129060e-03	1.786239e+01	5.511650e+00
0.41798       	BOTTOM	3.162046e-07	5.292938e+01	5.918831e+00
0.41798       	WALL	5.496986e-03	1.789282e+01	5.505697e+00
0.418699      	BOTTOM	2.721826e-07	5.297240e+01	5.922859e+00
0.418699      	WALL	3.986949e-03	1.791966e+01	5.497593e+00
0.419424      	BOTTOM	2.218508e-06	5.301535e+01	5.926829e+00
0.419424      	WALL	4.250954e-03	1.793540e+01	5.488894e+00
0.420158      	BOTTOM	7.260042e-07	5.305814e+01	5.930616e+00
0.420158      	WALL	5.229566e-03	1.790914e+01	5.479949e+00
0.42088       	BOTTOM	1.987343e-06	5.310085e+01	5.934175e+00
0.42088       	WALL	4.893552e-03	1.788269e+01	5.470609e+00
0.421597      	BOTTOM	2.581066e-06	5.314347e+01	5.937704e+00
0.421597      	WALL	8.327123e-03	1.796620e+01	5.460526e+00
0.422325      	BOTTOM	1.376610e-06	5.318594e+01	5.941131e+00
0.422325      	WALL	7.539283e-03	1.811981e+01	5.450302e+00
0.423078      	BOTTOM	2.445167e-06	5.322821e+01	5.944621e+00
0.423078      	WALL	1.102451e-02	1.824758e+01	5.443786e+00
0.424039      	BOTTOM	2.867916e-06	5.326936e+01	5.948083e+00
0.424039      	WALL	7.479365e-03	1.838581e+01	5.440462e+00
0.425         	BOTTOM	2.048369e-06	5.331079e+01	5.951511e+00
0.425         	WALL	1.385754e-02	1.843235e+01	5.440792e+00
0.425732      	BOTTOM	7.163244e-07	5.335388e+01	5.954922e+00
0.425732      	WALL	1.121961e-02	1.844038e+01	5.441636e+00
0.426455      	BOTTOM	2.837061e-06	5.339704e+01	5.958160e+00
0.426455      	WALL	6.792053e-03	1.844565e+01	5.440838e+00
0.427175      	BOTTOM	1.173508e-06	5.344014e+01	5.961405e+00
0.427175      	WALL	1.273304e-02	1.847392e+01	5.439242e+00
0.427899      	BOTTOM	1.329971e-06	5.348314e+01	5.964763e+00
0.427899      	WALL	9.031175e-03	1.848052e+01	5.436429e+00
0.428628      	BOTTOM	6.575997e-07	5.352598e+01	5.968173e+00
0.428628      	WALL	1.647338e-02	1.849063e+01	5.432752e+00
0.429357      	BOTTOM	3.040027e-06	5.356874e+01	5.971645e+00
0.429357      	WALL	2.852394e-02	1.850383e+01	5.428864e+00
0.430083      	BOTTOM	1.403187e-06	5.361141e+01	5.975059e+00
0.430083      	WALL	1.248882e-02	1.852076e+01	5.423784e+00
0.430812      	BOTTOM	1.508315e-06	5.365395e+01	5.978444e+00
0.430812      	WALL	2.870789e-02	1.853892e+01	5.419774e+00
0.431545      	BOTTOM	1.636271e-06	5.369636e+01	5.981811e+00
0.431545      	WALL	3.709049e-02	1.855776e+01	5.415851e+00
0.432274      	BOTTOM	2.464914e-06	5.373869e+01	5.985198e+00
0.432274      	WALL	3.745863e-02	1.857847e+01	5.410408e+00
0.432976      	BOTTOM	9.166684e-07	5.378108e+01	5.988687e+00
0.432976      	WALL	3.765417e-02	1.859981e+01	5.403394e+00
0.433658      	BOTTOM	4.465121e-07	5.382436e+01	5.992339e+00
0.433658      	WALL	3.766627e-02	1.862121e+01	5.396867e+00
0.434337      	BOTTOM	7.959458e-07	5.386795e+01	5.995858e+00
0.434337      	WALL	3.755312e-02	1.863726e+01	5.390178e+00
0.435021      	BOTTOM	1.450950e-06	5.391131e+01	5.999333e+00
0.435021      	WALL	3.728980e-02	1.865019e+01	5.382441e+00
0.435717      	BOTTOM	1.575749e-06	5.395434e+01	6.002880e+00
0.435717      	WALL	3.689380e-02	1.866178e+01	5.375001e+00
0.436422      	BOTTOM	3.663628e-07	5.399709e+01	6.006542e+00
0.436422      	WALL	3.645347e-02	1.867864e+01	5.367745e+00
0.437149      	BOTTOM	9.567481e-07	5.403955e+01	6.010340e+00
0.437149      	WALL	3.590145e-02	1.867261e+01	5.359427e+00
0.437914      	BOTTOM	2.526578e-06	5.408168e+01	6.014268e+00
0.437914      	WALL	3.542685e-02	1.866408e+01	5.349977e+00
0.438724      	BOTTOM	3.944136e-07	5.412352e+01	6.018374e+00
0.438724      	WALL	2.254876e-02	1.864243e+01	5.340876e+00
0.439551      	BOTTOM	9.251034e-07	5.416531e+01	6.022456e+00
0.439551      	WALL	3.452990e-02	1.861651e+01	5.330695e+00
0.440354      	BOTTOM	1.736385e-06	5.420734e+01	6.026597e+00
0.440354      	WALL	3.424422e-02	1.859356e+01	5.318683e+00
0.441148      	BOTTOM	9.119555e-07	5.424944e+01	6.030754e+00
0.441148      	WALL	3.409996e-02	1.857184e+01	5.304652e+00
0.441897      	BOTTOM	1.186585e-06	5.429181e+01	6.034915e+00
0.441897      	WALL	3.357071e-02	1.855809e+01	5.290541e+00
0.442616      	BOTTOM	1.303675e-06	5.433430e+01	6.039024e+00
0.442616      	WALL	3.114354e-02	1.856267e+01	5.276540e+00
0.443315      	BOTTOM	1.160693e-06	5.437677e+01	6.043211e+00
0.443315      	WALL	2.705754e-02	1.856747e+01	5.263818e+00
0.444009      	BOTTOM	1.291012e-06	5.441915e+01	6.047618e+00
0.444009      	WALL	2.094747e-02	1.857354e+01	5.253308e+00
0.444705      	BOTTOM	7.310460e-07	5.446135e+01	6.052123e+00
0.444705      	WALL	1.014840e-02	1.858141e+01	5.243476e+00
0.445411      	BOTTOM	8.762420e-07	5.450332e+01	6.056908e+00
0.445411      	WALL	2.532756e-02	1.859186e+01	5.231870e+00
0.446127      	BOTTOM	1.485693e-06	5.454508e+01	6.061860e+00
0.446127      	WALL	3.197186e-02	1.860434e+01	5.224425e+00
0.446863      	BOTTOM	4.745959e-06	5.458656e+01	6.066986e+00
0.446863      	WALL	2.448690e-02	1.861715e+01	5.217217e+00
0.447632      	BOTTOM	2.465180e-06	5.462773e+01	6.072287e+00
0.447632      	WALL	1.294801e-02	1.862998e+01	5.211849e+00
0.448379      	BOTTOM	1.015863e-06	5.466902e+01	6.077638e+00
0.448379      	WALL	2.058863e-02	1.864674e+01	5.205533e+00
0.44919       	BOTTOM	1.072939e-06	5.471138e+01	6.083172e+00
0.44919       	WALL	3.564776e-03	1.865358e+01	5.197503e+00
0.45          	BOTTOM	1.073863e-06	5.475375e+01	6.088928e+00
0.45          	WALL	1.710482e-02	1.865588e+01	5.187812e+00
0.450754      	BOTTOM	1.248240e-06	5.479632e+01	6.094652e+00
0.450754      	WALL	1.856617e-02	1.865095e+01	5.176721e+00
0.451523      	BOTTOM	1.596787e-06	5.483868e+01	6.100443e+00
0.451523      	WALL	1.581129e-02	1.864134e+01	5.168249e+00
0.452305      	BOTTOM	1.289541e-06	5.488085e+01	6.106249e+00
0.452305      	WALL	1.112014e-02	1.862666e+01	5.158939e+00
0.453103      	BOTTOM	3.086885e-07	5.492288e+01	6.112021e+00
0.453103      	WALL	7.885143e-03	1.860913e+01	5.147487e+00
0.453893      	BOTTOM	1.583335e-06	5.496498e+01	6.117865e+00
0.453893      	WALL	1.869287e-02	1.858869e+01	5.136849e+00
0.454674      	BOTTOM	1.642097e-06	5.500715e+01	6.123780e+00
0.454674      	WALL	7.752774e-03	1.857017e+01	5.125758e+00
0.455455      	BOTTOM	1.012344e-06	5.504929e+01	6.129874e+00
0.455455      	WALL	1.756189e-02	1.863526e+01	5.114760e+00
0.456237      	BOTTOM	6.490518e-07	5.509138e+01	6.136053e+00
0.456237      	WALL	1.588863e-02	1.870523e+01	5.106059e+00
0.457027      	BOTTOM	7.482204e-07	5.513333e+01	6.142266e+00
0.457027      	WALL	1.006447e-02	1.875700e+01	5.095707e+00
0.457787      	BOTTOM	1.733051e-06	5.517542e+01	6.148369e+00
0.457787      	WALL	4.749589e-03	1.877217e+01	5.083639e+00
0.458513      	BOTTOM	1.903523e-06	5.521767e+01	6.154244e+00
0.458513      	WALL	7.338707e-03	1.874024e+01	5.072286e+00
0.459213      	BOTTOM	9.514166e-07	5.525995e+01	6.159942e+00
0.459213      	WALL	1.475711e-03	1.866875e+01	5.066464e+00
0.459907      	BOTTOM	2.527012e-06	5.530211e+01	6.165523e+00
0.459907      	WALL	1.423650e-03	1.860466e+01	5.060685e+00
0.460604      	BOTTOM	2.437800e-06	5.534407e+01	6.171107e+00
0.460604      	WALL	1.230979e-03	1.863482e+01	5.051803e+00
0.461308      	BOTTOM	1.149364e-06	5.538581e+01	6.176636e+00
0.461308      	WALL	1.333722e-03	1.868287e+01	5.041982e+00
0.462034      	BOTTOM	9.144453e-07	5.542727e+01	6.182010e+00
0.462034      	WALL	2.225140e-03	1.874186e+01	5.030163e+00
0.462804      	BOTTOM	2.466845e-06	5.546828e+01	6.187360e+00
0.462804      	WALL	2.242336e-03	1.880633e+01	5.017937e+00
0.46358       	BOTTOM	9.854652e-07	5.550918e+01	6.192613e+00
0.46358       	WALL	2.282123e-03	1.887330e+01	5.004265e+00
0.464342      	BOTTOM	1.285004e-06	5.555142e+01	6.197823e+00
0.464342      	WALL	2.733581e-03	1.894474e+01	4.988936e+00
0.4651        	BOTTOM	2.445385e-06	5.559382e+01	6.202832e+00
0.4651        	WALL	1.710333e-03	1.900472e+01	4.971598e+00
0.46587       	BOTTOM	2.484556e-07	5.563596e+01	6.207595e+00
0.46587       	WALL	2.887883e-03	1.901943e+01	4.956439e+00
0.466674      	BOTTOM	2.374544e-06	5.567775e+01	6.212059e+00
0.466674      	WALL	2.173714e-03	1.898285e+01	4.945123e+00
0.467444      	BOTTOM	2.375598e-06	5.571961e+01	6.217290e+00
0.467444      	WALL	2.324673e-03	1.889647e+01	4.932828e+00
0.468197      	BOTTOM	2.089511e-06	5.576151e+01	6.223471e+00
0.468197      	WALL	3.259755e-03	1.898903e+01	4.926833e+00
0.468951      	BOTTOM	3.711812e-07	5.580335e+01	6.229798e+00
0.468951      	WALL	2.854493e-03	1.909361e+01	4.918446e+00
0.469695      	BOTTOM	4.843260e-07	5.584515e+01	6.236211e+00
0.469695      	WALL	2.923196e-03	1.920375e+01	4.910155e+00
0.470448      	BOTTOM	1.205456e-06	5.588678e+01	6.242850e+00
0.470448      	WALL	3.337039e-03	1.932376e+01	4.900812e+00
0.47122       	BOTTOM	1.395190e-06	5.592817e+01	6.249813e+00
0.47122       	WALL	1.578071e-03	1.940698e+01	4.890711e+00
0.47205       	BOTTOM	2.127334e-06	5.596906e+01	6.257177e+00
0.47205       	WALL	2.700656e-03	1.945381e+01	4.878813e+00
0.472881      	BOTTOM	1.369462e-06	5.600994e+01	6.264819e+00
0.472881      	WALL	1.200839e-03	1.945262e+01	4.867722e+00
0.473587      	BOTTOM	9.977983e-07	5.605163e+01	6.272136e+00
0.473587      	WALL	2.038875e-03	1.939572e+01	4.858409e+00
0.474294      	BOTTOM	1.502571e-06	5.609321e+01	6.279380e+00
0.474294      	WALL	3.614724e-03	1.929417e+01	4.847463e+00
0.475         	BOTTOM	1.053235e-06	5.613462e+01	6.286765e+00
0.475         	WALL	1.878652e-03	1.925233e+01	4.835796e+00
0.475791      	BOTTOM	2.944350e-06	5.617531e+01	6.294539e+00
0.475791      	WALL	1.754948e-03	1.943114e+01	4.820865e+00
0.476587      	BOTTOM	5.971418e-07	5.621592e+01	6.302556e+00
0.476587      	WALL	1.242746e-03	1.966309e+01	4.810293e+00
0.477349      	BOTTOM	1.299844e-06	5.625673e+01	6.310490e+00
0.477349      	WALL	2.200758e-03	1.975716e+01	4.800514e+00
0.478088      	BOTTOM	1.304005e-06	5.629762e+01	6.318375e+00
0.478088      	WALL	1.809146e-03	1.978088e+01	4.790178e+00
0.478818      	BOTTOM	1.843791e-06	5.633846e+01	6.326263e+00
0.478818      	WALL	1.848083e-03	1.980297e+01	4.779029e+00
0.479548      	BOTTOM	7.661522e-07	5.638040e+01	6.334232e+00
0.479548      	WALL	3.551812e-03	1.982216e+01	4.766049e+00
0.480287      	BOTTOM	3.097352e-07	5.642242e+01	6.342313e+00
0.480287      	WALL	1.686399e-03	1.984069e+01	4.757132e+00
0.481035      	BOTTOM	9.147618e-07	5.646419e+01	6.350527e+00
0.481035      	WALL	2.596590e-03	1.985834e+01	4.748716e+00
0.481793      	BOTTOM	1.331722e-06	5.650570e+01	6.358882e+00
0.481793      	WALL	3.893433e-03	1.987676e+01	4.739308e+00
0.482576      	BOTTOM	1.415505e-06	5.654688e+01	6.367466e+00
0.482576      	WALL	3.522609e-03	1.989306e+01	4.728563e+00
0.483409      	BOTTOM	3.566059e-07	5.658764e+01	6.376445e+00
0.483409      	WALL	1.875714e-03	1.990675e+01	4.715671e+00
0.484247      	BOTTOM	1.602817e-06	5.662834e+01	6.385619e+00
0.484247      	WALL	3.856398e-03	1.991857e+01	4.705776e+00
0.485086      	BOTTOM	3.921054e-06	5.666904e+01	6.394792e+00
0.485086      	WALL	4.069170e-03	1.993265e+01	4.699937e+00
0.485925      	BOTTOM	8.733632e-07	5.670969e+01	6.403971e+00
0.485925      	WALL	3.436672e-03	1.994151e+01	4.694300e+00
0.486746      	BOTTOM	6.690777e-07	5.675044e+01	6.413135e+00
0.486746      	WALL	2.552983e-03	1.994912e+01	4.688327e+00
0.487532      	BOTTOM	1.062258e-06	5.679138e+01	6.422124e+00
0.487532      	WALL	2.671783e-03	1.995335e+01	4.682460e+00
0.488292      	BOTTOM	9.281123e-07	5.683245e+01	6.430865e+00
0.488292      	WALL	3.783761e-03	1.995323e+01	4.675103e+00
0.489032      	BOTTOM	1.823843e-06	5.687358e+01	6.439434e+00
0.489032      	WALL	4.347888e-03	1.993147e+01	4.666008e+00
0.489752      	BOTTOM	9.987056e-07	5.691474e+01	6.447810e+00
0.489752      	WALL	1.320866e-03	1.984635e+01	4.657568e+00
0.490459      	BOTTOM	1.014946e-06	5.695589e+01	6.456098e+00
0.490459      	WALL	4.724128e-03	1.978149e+01	4.649653e+00
0.491157      	BOTTOM	1.634535e-06	5.699696e+01	6.464357e+00
0.491157      	WALL	2.325292e-03	1.974409e+01	4.642571e+00
0.49185       	BOTTOM	2.302805e-06	5.703788e+01	6.472632e+00
0.49185       	WALL	3.277323e-03	1.969735e+01	4.635102e+00
0.492543      	BOTTOM	1.834817e-06	5.707860e+01	6.480887e+00
0.492543      	WALL	4.316815e-03	1.964490e+01	4.626668e+00
0.493241      	BOTTOM	8.978672e-07	5.711911e+01	6.489202e+00
0.493241      	WALL	4.682000e-03	1.958226e+01	4.618899e+00
0.493939      	BOTTOM	9.771356e-07	5.715942e+01	6.497480e+00
0.493939      	WALL	2.348345e-03	1.951110e+01	4.609597e+00
0.494641      	BOTTOM	4.438714e-07	5.720031e+01	6.505703e+00
0.494641      	WALL	4.431794e-03	1.942963e+01	4.599227e+00
0.495348      	BOTTOM	1.093459e-06	5.724167e+01	6.513919e+00
0.495348      	WALL	3.246098e-03	1.937690e+01	4.587701e+00
0.496065      	BOTTOM	2.369973e-06	5.728276e+01	6.522193e+00
0.496065      	WALL	2.003036e-03	1.933608e+01	4.577634e+00
0.496787      	BOTTOM	9.840458e-07	5.732354e+01	6.530552e+00
0.496787      	WALL	4.567542e-03	1.927288e+01	4.568387e+00
0.497519      	BOTTOM	2.902612e-07	5.736403e+01	6.538840e+00
0.497519      	WALL	4.642352e-03	1.914045e+01	4.559300e+00
0.498262      	BOTTOM	9.786843e-07	5.740425e+01	6.547107e+00
0.498262      	WALL	2.645633e-03	1.898996e+01	4.551264e+00
0.499131      	BOTTOM	1.298347e-06	5.744350e+01	6.555985e+00
0.499131      	WALL	2.541176e-03	1.895304e+01	4.540751e+00
0.5           	BOTTOM	7.999160e-07	5.748271e+01	6.565248e+00
0.5           	WALL	5.125544e-03	1.897624e+01	4.528132e+00
0.500725      	BOTTOM	1.828075e-06	5.752289e+01	6.573782e+00
0.500725      	WALL	5.586139e-03	1.898001e+01	4.517509e+00
0.501444      	BOTTOM	1.874052e-06	5.756300e+01	6.582056e+00
0.501444      	WALL	5.734000e-03	1.899812e+01	4.505410e+00
0.502163      	BOTTOM	7.711921e-07	5.760296e+01	6.590110e+00
0.502163      	WALL	4.863955e-03	1.898090e+01	4.498096e+00
0.502888      	BOTTOM	1.110506e-06	5.764274e+01	6.598127e+00
0.502888      	WALL	3.494256e-03	1.892937e+01	4.491796e+00
0.503624      	BOTTOM	1.850473e-06	5.768231e+01	6.606171e+00
0.503624      	WALL	1.733834e-03	1.893147e+01	4.486408e+00
0.504377      	BOTTOM	1.591825e-06	5.772166e+01	6.614204e+00
0.504377      	WALL	3.700174e-03	1.891396e+01	4.485309e+00
0.505187      	BOTTOM	1.603594e-06	5.776051e+01	6.622458e+00
0.505187      	WALL	5.483251e-03	1.887317e+01	4.485067e+00
0.505997      	BOTTOM	1.434745e-06	5.779932e+01	6.630899e+00
0.505997      	WALL	4.945617e-03	1.882626e+01	4.484057e+00
0.506787      	BOTTOM	1.535402e-06	5.783826e+01	6.639296e+00
0.506787      	WALL	2.086671e-03	1.879440e+01	4.483234e+00
0.507551      	BOTTOM	1.514296e-06	5.787735e+01	6.647341e+00
0.507551      	WALL	4.034826e-03	1.870376e+01	4.481708e+00
0.508291      	BOTTOM	3.379325e-07	5.791655e+01	6.655189e+00
0.508291      	WALL	6.186954e-03	1.866244e+01	4.480652e+00
0.509008      	BOTTOM	1.195241e-06	5.795582e+01	6.662863e+00
0.509008      	WALL	5.299747e-03	1.858828e+01	4.477401e+00
0.509707      	BOTTOM	1.026648e-06	5.799571e+01	6.670295e+00
0.509707      	WALL	2.356987e-03	1.854044e+01	4.473389e+00
0.510407      	BOTTOM	1.521117e-06	5.803632e+01	6.677620e+00
0.510407      	WALL	5.149003e-03	1.852744e+01	4.468849e+00
0.511113      	BOTTOM	2.575940e-07	5.807673e+01	6.684971e+00
0.511113      	WALL	6.198857e-03	1.858489e+01	4.462880e+00
0.51183       	BOTTOM	1.271849e-06	5.811679e+01	6.692325e+00
0.51183       	WALL	3.305104e-03	1.866833e+01	4.456521e+00
0.512583      	BOTTOM	5.236109e-07	5.815638e+01	6.699787e+00
0.512583      	WALL	4.498346e-03	1.870864e+01	4.448522e+00
0.513385      	BOTTOM	7.043056e-07	5.819545e+01	6.707397e+00
0.513385      	WALL	6.784220e-03	1.868412e+01	4.438244e+00
0.514202      	BOTTOM	3.560843e-07	5.823430e+01	6.714942e+00
0.514202      	WALL	5.907759e-03	1.861169e+01	4.428836e+00
0.515012      	BOTTOM	6.250198e-07	5.827312e+01	6.722455e+00
0.515012      	WALL	3.697350e-03	1.851774e+01	4.418666e+00
0.515821      	BOTTOM	1.618039e-06	5.831187e+01	6.730040e+00
0.515821      	WALL	3.586901e-03	1.841035e+01	4.412197e+00
0.516631      	BOTTOM	8.190066e-07	5.835057e+01	6.737544e+00
0.516631      	WALL	6.383537e-03	1.825907e+01	4.404963e+00
0.51744       	BOTTOM	1.429644e-06	5.838920e+01	6.745025e+00
0.51744       	WALL	6.677406e-03	1.805355e+01	4.400093e+00
0.518249      	BOTTOM	1.452072e-06	5.842780e+01	6.752458e+00
0.518249      	WALL	4.059110e-03	1.790963e+01	4.397037e+00
0.519059      	BOTTOM	1.341343e-06	5.846639e+01	6.759946e+00
0.519059      	WALL	4.044408e-03	1.770796e+01	4.392314e+00
0.519868      	BOTTOM	3.616319e-07	5.850499e+01	6.767244e+00
0.519868      	WALL	7.049772e-03	1.758269e+01	4.387430e+00
